title,url,imdbRating,duration,year,Action,Adventure,Animation,Comedy,Crime,Drama,Horror,Romance,Science-Fiction,Thriller,,,,
Kangaroo Jack (2003),http://www.imdb.com/title/tt0257568/,4.3,5340,2003,1,1,0,1,0,0,0,0,0,0,,,,
Drug-Taking and the Arts (1994),http://www.imdb.com/title/tt0257573/,7.3,,1994,0,0,0,0,0,1,0,0,0,0,,,,
High Crimes - Auf höchsten Befehl (2002),http://www.imdb.com/title/tt0257756/,6.3,6900,2002,0,0,0,0,1,1,0,0,0,0,,,,
Fidel (TV Movie 2002),http://www.imdb.com/title/tt0258351/,6.5,12360,2002,0,0,0,0,0,1,0,0,0,0,,,,
Bubble Boy (2001),http://www.imdb.com/title/tt0258470/,5.6,5040,2001,0,1,0,1,0,0,0,0,0,0,,,,
Diablo II (Video Game 2000),http://www.imdb.com/title/tt0258523/,8.9,,2000,1,0,0,0,0,0,1,0,0,0,,,,
The Reckoning (2002),http://www.imdb.com/title/tt0258816/,6.6,6720,2002,0,0,0,0,1,1,0,0,0,0,,,,
Zeit der trunkenen Pferde (2000),http://www.imdb.com/title/tt0259072/,7.7,4800,2000,0,0,0,0,0,1,0,0,0,0,,,,
Warcraft III: Reign of Chaos (Video Game 2002),http://www.imdb.com/title/tt0259104/,8.5,,2002,1,0,1,0,0,0,0,0,0,0,,,,
Attila - Der Hunne (TV Movie 2001),http://www.imdb.com/title/tt0259127/,6.8,10620,2001,1,1,0,0,0,0,0,0,0,0,,,,
Jackie Chan Adventures (TV Series 2000–2005),http://www.imdb.com/title/tt0259141/,7.2,1800,2000,0,0,1,0,0,0,0,0,0,0,,,,
My Big Fat Greek Wedding - Hochzeit auf Griechisch (2002),http://www.imdb.com/title/tt0259446/,6.6,5700,2002,0,0,0,1,0,0,0,1,0,0,,,,
Madame Curie (1943),http://www.imdb.com/title/tt0036126/,7.2,7440,1943,0,0,0,0,0,1,0,1,0,0,,,,
The Three Musketeers (TV Movie 1973),http://www.imdb.com/title/tt0259651/,6.2,,1973,0,1,1,0,0,0,0,0,0,0,,,,
Tremors 3 - Die neue Brut (Video 2001),http://www.imdb.com/title/tt0259685/,5.4,6240,2001,1,0,0,1,0,0,1,0,0,0,,,,
Ein Weihnachtsmärchen (2001),http://www.imdb.com/title/tt0259929/,5.6,4620,2001,0,0,1,0,0,0,0,0,0,0,,,,
Gojo reisenki: Gojoe (2000),http://www.imdb.com/title/tt0260054/,6.6,8280,2000,1,0,0,0,0,0,0,0,0,0,,,,
Puckman (Video Game 1980),http://www.imdb.com/title/tt0260264/,7.7,,1980,1,0,0,0,0,0,0,0,0,0,,,,
Yeh boon mo yan see yue si (1998),http://www.imdb.com/title/tt0260394/,4.9,,1998,0,0,0,1,0,0,1,0,0,0,,,,
Millions Like Us (1943),http://www.imdb.com/title/tt0036160/,6.8,6180,1943,0,0,0,0,0,1,0,0,0,0,,,,
Captain Buzz Lightyear (TV Series 2000–2001),http://www.imdb.com/title/tt0260602/,6.6,1800,2000,1,1,1,0,0,0,0,0,0,0,,,,
Sheep in the Big City (TV Series 2000– ),http://www.imdb.com/title/tt0260653/,7.7,1800,2000,0,0,1,1,0,0,0,0,0,0,,,,
Time Gentlemen Please (TV Series 2000–2002),http://www.imdb.com/title/tt0260658/,7.5,1560,2000,0,0,0,1,0,0,0,0,0,0,,,,
Chasing Buddha (2000),http://www.imdb.com/title/tt0260796/,7.2,3120,2000,0,0,0,0,0,0,0,0,0,0,,,,
JSA - Joint Security Area (2000),http://www.imdb.com/title/tt0260991/,7.9,6600,2000,0,0,0,0,0,1,0,0,0,1,,,,
NewsChannel 4 (TV Series 1995– ),http://www.imdb.com/title/tt0261484/,,,1995,0,0,0,0,0,0,0,0,0,0,,,,
Breakfast (TV Series 2000– ),http://www.imdb.com/title/tt0262152/,6,10800,2000,0,0,0,0,0,0,0,0,0,0,,,,
Immer mehr\,immer mehr immer fr hlicher,http://www.imdb.com/title/tt0036172/,3192,6240,2,0,0,0,1,0,0,0,1,0,0,,,
Cluedo (TV Series 1993– ),http://www.imdb.com/title/tt0262155/,,,1993,0,0,0,0,0,0,0,0,0,0,,,,
Die Millionenshow (TV Series 2000– ),http://www.imdb.com/title/tt0262171/,6.1,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Gopichand Jasoos (1982),http://www.imdb.com/title/tt0262446/,6.2,,1982,0,0,0,1,0,0,0,0,0,0,,,,
Big Break (TV Series 1991–2002),http://www.imdb.com/title/tt0262945/,7.1,1800,1991,0,0,0,0,0,0,0,0,0,0,,,,
Queer as Folk (TV Series 2000–2005),http://www.imdb.com/title/tt0262985/,8.2,2820,2000,0,0,0,0,0,1,0,0,0,0,,,,
Ti psyhi tha paradoseis mori? (TV Mini-Series 2000),http://www.imdb.com/title/tt0262992/,7.9,,2000,0,0,0,1,0,0,0,0,0,0,,,,
Christmas in South Park (Video 2000),http://www.imdb.com/title/tt0263206/,8.3,6000,2000,0,0,1,1,0,0,0,0,0,0,,,,
Mr. Lucky (1943),http://www.imdb.com/title/tt0036174/,7.3,6000,1943,0,0,0,1,0,0,0,1,0,0,,,,
Die lustige Witwe (TV Movie 1993),http://www.imdb.com/title/tt0263674/,,,1993,0,0,0,0,0,0,0,0,0,0,,,,
Megiddo - Das Ende der Welt (2001),http://www.imdb.com/title/tt0263728/,4.1,6240,2001,0,0,0,0,0,0,0,0,0,1,,,,
Uptown Girls - Eine Zicke kommt selten allein (2003),http://www.imdb.com/title/tt0263757/,6,5520,2003,0,0,0,1,0,1,0,1,0,0,,,,
Selvi boylum\,selvi boylum al yazmalim,http://www.imdb.com/title/tt0263975/,8769,5400,2,0,0,0,0,0,0,0,1,0,0,,,
Lass es\,lass es larry tv series,http://www.imdb.com/title/tt0264235/,50675,1800,1,0,0,0,1,0,0,0,0,0,0,,,
2001 Maniacs (2005),http://www.imdb.com/title/tt0264323/,5.4,5220,2005,0,0,0,1,0,0,1,0,0,0,,,,
Basic - Hinter jeder Lüge eine Wahrheit (2003),http://www.imdb.com/title/tt0264395/,6.5,5880,2003,1,0,0,0,1,1,0,0,0,0,,,,
Dagon (2001),http://www.imdb.com/title/tt0264508/,6.3,5700,2001,0,0,0,0,0,0,1,0,0,0,,,,
Münchhausen (1943),http://www.imdb.com/title/tt0036191/,7.3,6600,1943,0,1,0,1,0,0,0,0,0,0,,,,
Don't Scream: It's Only a Movie! (1985),http://www.imdb.com/title/tt0264553/,6.8,,1985,0,0,0,0,0,0,1,0,0,0,,,,
The Endurance: Shackleton's Legendary Antarctic Expedition (2000),http://www.imdb.com/title/tt0264578/,7.9,5820,2000,0,0,0,0,0,0,0,0,0,0,,,,
Dämonisch (2001),http://www.imdb.com/title/tt0264616/,7.3,6000,2001,0,0,0,0,1,1,0,0,0,1,,,,
Gospodin gimnazist (1985),http://www.imdb.com/title/tt0264654/,4.6,4680,1985,0,0,0,0,0,1,0,0,0,0,,,,
Lulu in Berlin (1984),http://www.imdb.com/title/tt0264813/,7.2,3000,1984,0,0,0,0,0,0,0,0,0,0,,,,
Space Angel (TV Series 1962– ),http://www.imdb.com/title/tt0264997/,6.8,,1962,0,0,1,0,0,0,0,0,1,0,,,,
Blutiger Schnee (1943),http://www.imdb.com/title/tt0036218/,6.7,5580,1943,0,1,0,0,0,1,0,1,0,0,,,,
Main prem ki diwani hoon - Ich sehne mich nach deiner Liebe (2003),http://www.imdb.com/title/tt0265148/,4,11820,2003,0,0,0,0,0,1,0,1,0,0,,,,
Lügen haben kurze Beine (2002),http://www.imdb.com/title/tt0265298/,5.4,5280,2002,0,1,0,1,0,0,0,0,0,0,,,,
Geächtet (1943),http://www.imdb.com/title/tt0036241/,5.6,6960,1943,0,0,0,1,0,1,0,1,0,0,,,,
Scotland\,scotland pa,http://www.imdb.com/title/tt0265713/,3751,6240,2,0,0,0,1,0,0,0,0,0,0,,,
The Screen Writer (1950),http://www.imdb.com/title/tt0265714/,6.4,600,1950,0,0,0,0,0,0,0,0,0,0,,,,
They Saved Hitler's Brain (TV Movie 1968),http://www.imdb.com/title/tt0265870/,2.5,5460,1968,1,0,0,0,0,0,0,0,1,1,,,,
You're the one (una historia de entonces) (2000),http://www.imdb.com/title/tt0266079/,7,6660,2000,0,0,0,0,0,1,0,0,0,0,,,,
Outlaw Star (TV Series 1998– ),http://www.imdb.com/title/tt0266171/,7.9,1800,1998,0,0,1,1,0,1,0,0,0,0,,,,
The 63rd Annual Academy Awards (1991),http://www.imdb.com/title/tt0266218/,6.1,,1991,0,0,0,0,0,0,0,0,0,0,,,,
The 64th Annual Academy Awards (1992),http://www.imdb.com/title/tt0266219/,6,,1992,0,0,0,0,0,0,0,0,0,0,,,,
The 65th Annual Academy Awards (1993),http://www.imdb.com/title/tt0266220/,6.9,,1993,0,0,0,0,0,0,0,0,0,0,,,,
Battle Royale (2000),http://www.imdb.com/title/tt0266308/,7.8,6840,2000,0,1,0,0,0,1,0,0,0,1,,,,
The Cat's Meow (2001),http://www.imdb.com/title/tt0266391/,6.4,6840,2001,0,0,0,0,0,1,0,0,0,0,,,,
Yamakasi - Die Samurai der Moderne (2001),http://www.imdb.com/title/tt0267129/,6,5400,2001,1,0,0,0,1,1,0,0,0,0,,,,
Points of View (TV Series 1961– ),http://www.imdb.com/title/tt0267207/,5.8,600,1961,0,0,0,0,0,0,0,0,0,0,,,,
Aatish: Feel the Fire (1994),http://www.imdb.com/title/tt0267246/,5.8,9300,1994,1,0,0,0,1,1,0,0,0,0,,,,
Chandni Bar (2001),http://www.imdb.com/title/tt0267363/,7.7,9000,2001,0,0,0,0,1,1,0,0,0,0,,,,
Haseena Maan Jaayegi (1999),http://www.imdb.com/title/tt0267548/,5.9,8820,1999,1,0,0,1,0,1,0,0,0,0,,,,
The Matthew Shepard Story (TV Movie 2002),http://www.imdb.com/title/tt0267736/,7.6,5280,2002,0,0,0,0,0,1,0,0,0,0,,,,
Dabei sein ist alles (2005),http://www.imdb.com/title/tt0267891/,5.8,5640,2005,0,0,0,1,0,0,0,0,0,0,,,,
The Seventh Victim (1943),http://www.imdb.com/title/tt0036341/,7,4260,1943,0,0,0,0,0,1,1,0,0,0,,,,
Rurouni Kenshin (TV Series 1996– ),http://www.imdb.com/title/tt0267898/,8.5,,1996,1,1,1,0,0,0,0,0,0,0,,,,
Scooby-Doo (2002),http://www.imdb.com/title/tt0267913/,4.9,5160,2002,0,1,0,1,0,0,0,0,0,0,,,,
100 Years of the Hollywood Western (TV Movie 1994),http://www.imdb.com/title/tt0268102/,6.9,5460,1994,0,0,0,0,0,0,0,0,0,0,,,,
The Man Who Sued God (2001),http://www.imdb.com/title/tt0268437/,6.5,5820,2001,0,0,0,1,0,1,0,1,0,0,,,,
The American Film Institute Salute to John Ford (1973),http://www.imdb.com/title/tt0268607/,4.6,4500,1973,0,0,0,0,0,0,0,0,0,0,,,,
The American Film Institute Salute to John Huston (1983),http://www.imdb.com/title/tt0268608/,6.8,,1983,0,0,0,0,0,0,0,0,0,0,,,,
Der Fuhrmann des Todes (1921),http://www.imdb.com/title/tt0012364/,8,6000,1921,0,0,0,0,0,1,1,0,0,0,,,,
Die Stunde des Jägers (2003),http://www.imdb.com/title/tt0269347/,6,5640,2003,1,0,0,0,1,1,0,0,0,0,,,,
Jalla! Jalla! (2000),http://www.imdb.com/title/tt0269389/,6.9,5280,2000,0,0,0,1,0,1,0,1,0,0,,,,
Ni na bian ji dian (2001),http://www.imdb.com/title/tt0269746/,7.3,6960,2001,0,0,0,0,0,1,0,1,0,0,,,,
Geständnisse - Confessions of a Dangerous Mind (2002),http://www.imdb.com/title/tt0270288/,7.1,6780,2002,0,0,0,1,1,0,0,0,0,0,,,,
Juana la Loca (2001),http://www.imdb.com/title/tt0270480/,6.6,6900,2001,0,0,0,0,0,1,0,0,0,0,,,,
Teknolust (2002),http://www.imdb.com/title/tt0270688/,5.3,5100,2002,0,0,0,1,0,1,0,1,0,0,,,,
Superbabies: Baby Geniuses 2 (2004),http://www.imdb.com/title/tt0270846/,1.9,5280,2004,0,0,0,1,0,0,0,0,0,0,,,,
The Karate Dog (TV Movie 2004),http://www.imdb.com/title/tt0270882/,2.7,5040,2004,1,0,0,1,1,0,0,0,0,0,,,,
Costa! (2001),http://www.imdb.com/title/tt0270891/,4.4,5700,2001,0,0,0,1,0,0,0,1,0,0,,,,
Donggam (2000),http://www.imdb.com/title/tt0270919/,7.2,6600,2000,0,0,0,0,0,0,0,1,1,0,,,,
Schiffbruch (TV Movie 2001),http://www.imdb.com/title/tt0271172/,6.2,5580,2001,0,1,0,1,0,0,0,0,0,0,,,,
Safecrackers oder Diebe haben's schwer (2002),http://www.imdb.com/title/tt0271259/,6.4,5160,2002,0,0,0,1,1,0,0,0,0,0,,,,
Arac Attack - Angriff der achtbeinigen Monster (2002),http://www.imdb.com/title/tt0271367/,5.4,5940,2002,1,0,0,1,0,0,1,0,0,0,,,,
National Security (2003),http://www.imdb.com/title/tt0271668/,5.5,5280,2003,1,0,0,1,1,0,0,0,0,0,,,,
Papá es un ídolo (2000),http://www.imdb.com/title/tt0271701/,3.9,5100,2000,1,0,0,1,0,0,0,0,0,0,,,,
The Movie Show (TV Series 1986– ),http://www.imdb.com/title/tt0271918/,8.4,1800,1986,0,0,0,0,0,0,0,0,0,0,,,,
Spion wider Willen (2001),http://www.imdb.com/title/tt0271946/,5.8,6480,2001,1,0,0,1,0,0,0,0,0,1,,,,
Nenn' mich einfach Nikolaus (TV Movie 2001),http://www.imdb.com/title/tt0272018/,5.4,5400,2001,0,0,0,1,0,0,0,0,0,0,,,,
Stage Door Canteen (1943),http://www.imdb.com/title/tt0036384/,6.7,7920,1943,0,0,0,1,0,0,0,1,0,0,,,,
Let's All Go to the Lobby (1957),http://www.imdb.com/title/tt0272170/,6.5,60,1957,0,0,1,0,0,0,0,0,0,0,,,,
Seri Dewi Malam (2001),http://www.imdb.com/title/tt0272291/,6.4,,2001,0,0,0,0,0,1,0,0,0,0,,,,
The John Wayne Anthology (TV Movie 1991),http://www.imdb.com/title/tt0272683/,5.5,2940,1991,0,0,0,0,0,0,0,0,0,0,,,,
American Campus - Reif für die Uni? (TV Series 2001–2003),http://www.imdb.com/title/tt0273028/,8,1800,2001,0,0,0,1,0,0,0,0,0,0,,,,
Mission: Improbable (TV Short 2000),http://www.imdb.com/title/tt0273110/,7.7,420,2000,0,0,0,1,0,0,0,0,0,0,,,,
Lizzie McGuire (TV Series 2001–2004),http://www.imdb.com/title/tt0273366/,6.4,1800,2001,0,0,0,1,0,1,0,0,0,0,,,,
Darkness (2002),http://www.imdb.com/title/tt0273517/,5.4,6120,2002,0,0,0,0,0,0,1,0,0,0,,,,
Illatszertár (TV Movie 1987),http://www.imdb.com/title/tt0273674/,8.5,4500,1987,0,0,0,0,0,0,0,0,0,0,,,,
It's All About Love (2003),http://www.imdb.com/title/tt0273689/,5.5,6240,2003,0,0,0,0,0,1,0,1,0,1,,,,
Max Keebles großer Plan (2001),http://www.imdb.com/title/tt0273799/,5.3,5160,2001,0,0,0,1,1,0,0,0,0,0,,,,
What's Up\,what s up dad tv series,http://www.imdb.com/title/tt0273855/,16237,1800,1,0,0,0,1,0,0,0,0,0,0,,,
Nix wie raus aus Orange County (2002),http://www.imdb.com/title/tt0273923/,6.2,4920,2002,0,0,0,1,0,1,0,0,0,0,,,,
Sex and the Matrix (TV Short 2000),http://www.imdb.com/title/tt0274085/,7.2,360,2000,0,0,0,1,0,0,0,0,0,0,,,,
Tarzans Triumph (1943),http://www.imdb.com/title/tt0036414/,7.1,4560,1943,1,1,0,0,0,0,0,0,0,0,,,,
Tanguy - Der Nesthocker (2001),http://www.imdb.com/title/tt0274155/,6.4,6540,2001,0,0,0,1,0,0,0,0,0,0,,,,
24 Hour Party People (2002),http://www.imdb.com/title/tt0274309/,7.4,7020,2002,0,0,0,1,0,1,0,0,0,0,,,,
Die Ahnungslosen (2001),http://www.imdb.com/title/tt0274497/,7.4,6360,2001,0,0,0,0,0,1,0,1,0,0,,,,
Herrchen wider Willen (TV Movie 2001),http://www.imdb.com/title/tt0274557/,5.1,,2001,0,0,0,1,0,1,0,0,0,0,,,,
The Hours - Von Ewigkeit zu Ewigkeit (2002),http://www.imdb.com/title/tt0274558/,7.6,6840,2002,0,0,0,0,0,1,0,0,0,0,,,,
Kelviyin Nayagan (2000),http://www.imdb.com/title/tt0274606/,7.6,,2000,0,0,0,0,0,1,0,0,0,0,,,,
Die Pretender - Insel der Gequälten (TV Movie 2001),http://www.imdb.com/title/tt0274735/,7.2,5460,2001,1,0,0,0,1,0,0,0,0,0,,,,
They Got Me Covered (1943),http://www.imdb.com/title/tt0036427/,6.8,5700,1943,0,0,0,1,0,0,0,0,0,0,,,,
Secretary - Womit kann ich dienen? (2002),http://www.imdb.com/title/tt0274812/,7.1,6240,2002,0,0,0,1,0,1,0,1,0,0,,,,
The Secrets of 007: The James Bond Files (TV Movie 1997),http://www.imdb.com/title/tt0274814/,6.4,3600,1997,0,0,0,0,0,0,0,0,0,0,,,,
The Tribe - Welt ohne Erwachsene (TV Series 1999– ),http://www.imdb.com/title/tt0274988/,7.7,1800,1999,0,0,0,0,0,1,0,1,1,0,,,,
Die Liga der Gerechten (TV Series 2001–2006),http://www.imdb.com/title/tt0275137/,8.6,1800,2001,1,1,1,0,0,0,0,0,0,0,,,,
Cowboy Bebop: Tengoku no tobira (2001),http://www.imdb.com/title/tt0275277/,7.9,6900,2001,1,0,1,0,1,0,0,0,0,0,,,,
1992 MTV Movie Awards (1992),http://www.imdb.com/title/tt0275878/,3.9,,1992,0,0,0,0,0,0,0,0,0,0,,,,
Amores possíveis - Mögliche Lieben (2001),http://www.imdb.com/title/tt0275915/,7,5880,2001,0,0,0,1,0,1,0,1,0,0,,,,
Anthahpuram (1998),http://www.imdb.com/title/tt0275925/,7.5,,1998,1,0,0,0,0,1,0,0,0,0,,,,
The Days of Our Years (1955),http://www.imdb.com/title/tt0276051/,2.2,1200,1955,0,0,0,0,0,0,0,0,0,0,,,,
Lust Combo (1970),http://www.imdb.com/title/tt0276304/,,3600,1970,0,0,0,0,0,0,0,0,0,0,,,,
My Husband\,my husband the producer,http://www.imdb.com/title/tt0276345/,5,4020,1,1,0,0,0,0,0,0,0,0,0,,,
Top Man (1943),http://www.imdb.com/title/tt0036450/,7.2,4440,1943,0,0,0,1,0,0,0,0,0,0,,,,
Paper Mario (Video Game 2000),http://www.imdb.com/title/tt0276388/,8.1,,2000,0,1,1,1,0,0,0,0,0,0,,,,
Beijing Bicycle - Fahrradiebe (2001),http://www.imdb.com/title/tt0276501/,7.3,6780,2001,0,0,0,0,0,1,0,0,0,0,,,,
The Sims (Video Game 2000),http://www.imdb.com/title/tt0276506/,8.1,,2000,0,0,0,1,0,1,0,0,0,0,,,,
Minnie's Yoo Hoo (1930),http://www.imdb.com/title/tt0277151/,5.8,300,1930,0,0,1,1,0,0,0,0,0,0,,,,
Tag der Rache (1943),http://www.imdb.com/title/tt0036506/,7.7,5820,1943,0,0,0,0,0,1,0,0,0,0,,,,
Wir waren Helden (2002),http://www.imdb.com/title/tt0277434/,7.1,8280,2002,1,0,0,0,0,1,0,0,0,0,,,,
Max collectioneur de chaussures (1912),http://www.imdb.com/title/tt0277841/,7.2,,1912,0,0,0,1,0,0,0,0,0,0,,,,
Ned Kelly (2003),http://www.imdb.com/title/tt0277941/,6.5,6600,2003,1,1,0,0,0,0,0,0,0,0,,,,
Street Fighter (Video Game 1987),http://www.imdb.com/title/tt0278064/,6.7,,1987,1,0,0,0,0,0,0,0,0,0,,,,
Fear Factor (TV Series 2001– ),http://www.imdb.com/title/tt0278191/,5.6,3600,2001,0,0,0,0,0,0,0,0,0,1,,,,
Samurai Jack (TV Series 2001–2004),http://www.imdb.com/title/tt0278238/,8.2,1500,2001,1,1,1,0,0,0,0,0,0,0,,,,
Trading Spaces (TV Series 2000–2011),http://www.imdb.com/title/tt0278249/,5.6,3600,2000,0,0,0,0,0,0,0,0,0,0,,,,
All About the Money (2002),http://www.imdb.com/title/tt0278295/,5.6,5700,2002,1,0,0,1,1,0,0,0,0,0,,,,
Die Wacht am Rhein (1943),http://www.imdb.com/title/tt0036515/,7.5,6840,1943,0,0,0,0,0,1,0,0,0,0,,,,
Das Geheimnis des Meisters (2000),http://www.imdb.com/title/tt0278351/,6.3,7080,2000,1,0,0,0,0,1,0,0,0,0,,,,
Ernst sein ist alles (2002),http://www.imdb.com/title/tt0278500/,6.9,5820,2002,0,0,0,1,0,1,0,1,0,0,,,,
Orientations: Chris Doyle - Stirred But Not Shaken (2001),http://www.imdb.com/title/tt0278610/,6.5,3120,2001,0,0,0,0,0,0,0,0,0,0,,,,
Arsen und Spitzenhäubchen (1944),http://www.imdb.com/title/tt0036613/,8.1,7080,1944,0,0,0,1,1,0,0,0,0,0,,,,
Wickie und die starken Männer (TV Series 1974– ),http://www.imdb.com/title/tt0278855/,7.3,1380,1974,0,1,1,0,0,0,0,0,0,0,,,,
Kim Possible (TV Series 2002–2007),http://www.imdb.com/title/tt0278866/,7,1800,2002,1,1,1,0,0,0,0,0,0,0,,,,
Sealab 2021 (TV Series 2000–2005),http://www.imdb.com/title/tt0278877/,8,660,2000,0,0,1,1,0,0,0,0,1,0,,,,
Elling (2001),http://www.imdb.com/title/tt0279064/,7.6,5340,2001,0,0,0,1,0,1,0,0,0,0,,,,
The Good Girl (2002),http://www.imdb.com/title/tt0279113/,6.5,5580,2002,0,0,0,1,0,1,0,1,0,0,,,,
Munje! (2001),http://www.imdb.com/title/tt0279248/,7.7,5400,2001,0,0,0,1,0,0,0,0,0,0,,,,
Mord im Orient Express (TV Movie 2001),http://www.imdb.com/title/tt0279250/,5.1,5100,2001,0,0,0,0,1,1,0,0,0,0,,,,
Undercover Brother (2002),http://www.imdb.com/title/tt0279493/,5.8,5160,2002,1,0,0,1,0,0,0,0,0,0,,,,
Smallville (TV Series 2001–2011),http://www.imdb.com/title/tt0279600/,7.5,3600,2001,0,1,0,0,0,1,0,1,0,0,,,,
Design for Dreaming (1956),http://www.imdb.com/title/tt0279772/,3.6,600,1956,0,0,0,0,0,0,0,0,0,0,,,,
Mulan II (Video 2004),http://www.imdb.com/title/tt0279967/,5.7,4740,2004,1,0,1,1,0,0,0,0,0,0,,,,
Once Upon a Honeymoon (1956),http://www.imdb.com/title/tt0279997/,3,840,1956,0,0,0,0,0,0,0,0,0,0,,,,
The Big O (TV Series 1999–2003),http://www.imdb.com/title/tt0280240/,7.6,1800,1999,0,1,1,0,0,0,0,0,1,0,,,,
Dragon Ball (TV Series 1986– ),http://www.imdb.com/title/tt0280249/,8.7,1800,1986,1,1,1,0,0,0,0,0,0,0,,,,
6th Annual Screen Actors Guild Awards (2000),http://www.imdb.com/title/tt0280386/,4,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Broadway Rhythm (1944),http://www.imdb.com/title/tt0036673/,6.1,6900,1944,0,0,0,0,0,0,0,0,0,0,,,,
Mr. Deeds (2002),http://www.imdb.com/title/tt0280590/,5.8,5760,2002,0,0,0,1,0,0,0,0,0,0,,,,
Farscape Undressed (TV Movie 2001),http://www.imdb.com/title/tt0280662/,8.1,3600,2001,0,0,0,0,0,0,0,0,0,0,,,,
Der Super-Guru (2002),http://www.imdb.com/title/tt0280720/,5.4,5640,2002,0,0,0,1,0,0,0,0,0,0,,,,
Igby (2002),http://www.imdb.com/title/tt0280760/,7,5880,2002,0,0,0,1,0,1,0,0,0,0,,,,
Sherlock Holmes: Skandal in Böhmen (TV Movie 2001),http://www.imdb.com/title/tt0281173/,6.6,7200,2001,0,0,0,0,0,0,0,0,0,1,,,,
Undisputed - Sieg ohne Ruhm (2002),http://www.imdb.com/title/tt0281322/,6.1,5640,2002,1,0,0,0,1,1,0,0,0,0,,,,
Wasabi - Ein Bulle in Japan (2001),http://www.imdb.com/title/tt0281364/,6.6,5640,2001,1,0,0,1,0,1,0,0,0,0,,,,
Bubba Ho-tep (2002),http://www.imdb.com/title/tt0281686/,7.2,5520,2002,0,0,0,1,0,1,0,0,0,0,,,,
Der Dieb von Monte Carlo (2002),http://www.imdb.com/title/tt0281820/,6.6,6540,2002,0,0,0,0,1,1,0,0,0,1,,,,
The Curse of the Cat People (1944),http://www.imdb.com/title/tt0036733/,7,4200,1944,0,0,0,0,0,1,0,0,0,0,,,,
Die Stimme des Meeres (TV Movie 2002),http://www.imdb.com/title/tt0282123/,6.3,5280,2002,0,0,0,0,0,1,0,1,0,0,,,,
Spiders II: Breeding Ground (2001),http://www.imdb.com/title/tt0282179/,2.9,5760,2001,0,0,0,0,0,0,1,0,1,0,,,,
Divorce Court (TV Series 1999–2014),http://www.imdb.com/title/tt0282291/,3.6,1800,1999,0,0,0,0,0,0,0,0,0,0,,,,
Cleopatra: The Film That Changed Hollywood (TV Movie 2001),http://www.imdb.com/title/tt0282417/,7.4,7140,2001,0,0,0,0,0,0,0,0,0,0,,,,
Nigger (TV Movie 1968),http://www.imdb.com/title/tt0282797/,6.1,,1968,0,0,0,0,0,1,0,0,0,0,,,,
Hass und Hoffnung - Kinder im Nahostkonflikt (2001),http://www.imdb.com/title/tt0282864/,8.4,6360,2001,0,0,0,0,0,0,0,0,0,0,,,,
Stranded (2001),http://www.imdb.com/title/tt0283015/,5.4,5700,2001,0,0,0,0,0,1,0,0,1,0,,,,
Swimfan (2002),http://www.imdb.com/title/tt0283026/,4.9,5100,2002,0,0,0,0,0,1,0,0,0,1,,,,
Las dos huérfanas (1944),http://www.imdb.com/title/tt0036772/,,7500,1944,0,0,0,0,0,1,0,0,0,0,,,,
Bis in alle Ewigkeit (2002),http://www.imdb.com/title/tt0283084/,6.7,5400,2002,0,0,0,0,0,1,0,1,0,0,,,,
Party Animals - ... wilder geht's nicht! (2002),http://www.imdb.com/title/tt0283111/,6.4,5520,2002,0,0,0,1,0,0,0,1,0,0,,,,
Weißer Oleander (2002),http://www.imdb.com/title/tt0283139/,7.2,6540,2002,0,0,0,0,0,1,0,0,0,0,,,,
Yek-bar-baraye-hamishe (1993),http://www.imdb.com/title/tt0283155/,6.3,,1993,0,0,0,0,0,1,0,0,0,0,,,,
Qian xi man po (2001),http://www.imdb.com/title/tt0283283/,6.9,7140,2001,0,0,0,0,0,1,0,1,0,0,,,,
Ever Since the World Ended (2001),http://www.imdb.com/title/tt0283337/,5.2,4680,2001,0,0,0,0,0,1,0,0,1,0,,,,
The Making of 'Sands of Iwo Jima' (Video 1993),http://www.imdb.com/title/tt0283461/,6.6,,1993,0,0,0,0,0,0,0,0,0,0,,,,
Disney Sing-Along-Songs: Friend Like Me (Video 1993),http://www.imdb.com/title/tt0284051/,6.8,1560,1993,0,0,1,0,0,0,0,0,0,0,,,,
Dog Star Man: Part II (1963),http://www.imdb.com/title/tt0284060/,6.7,420,1963,0,0,0,0,0,1,0,0,0,0,,,,
Dog Star Man: Part III (1964),http://www.imdb.com/title/tt0284061/,6.7,660,1964,0,0,0,0,0,1,0,0,0,0,,,,
Larry-Boy! And the Fib from Outer Space! (Video 1997),http://www.imdb.com/title/tt0284609/,7.4,1800,1997,0,0,1,0,0,0,0,0,0,0,,,,
The Doughgirls (1944),http://www.imdb.com/title/tt0036776/,6.3,6120,1944,0,0,0,1,0,0,0,0,0,0,,,,
Larry-Boy and the Rumor Weed (Video 1999),http://www.imdb.com/title/tt0284610/,7.3,1800,1999,0,0,1,0,0,0,0,0,0,0,,,,
Crossing Jordan (TV Series 2001–2007),http://www.imdb.com/title/tt0284718/,6.9,3600,2001,0,0,0,0,1,1,0,0,0,0,,,,
Reba (TV Series 2001–2007),http://www.imdb.com/title/tt0284722/,6.3,1800,2001,0,0,0,1,0,1,0,0,0,0,,,,
